Tipo_Cambio,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,Tipo_Acta,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
SOLO_METADATOS,343,9f9b7ffb3b62c9d672fa0edf604932839443641b609f8c1eebb0ea4bc347edcd,2005-08-11,440,Nicolás Eyzaguirre Guzmán,440,Nicolás Eyzaguirre Guzmán,SUJETO_ROL_SESION,,RPM-2005-08-11:T32,INICIO_EXPLICITO,,"El señor Ministro de Hacienda, ante comentarios de la prensa, consulta la opinión del señor Presidente del Banco y del Consejo, acerca del tema del tipo de cambio, la inflación, la política monetaria y la política fiscal. Es decir, primero si el tema cambiario es preocupante o no y segundo si lo fuera, cuál sería el curso de acción."
SOLO_METADATOS,345,21c76b023772de1210ab06694beae81ec3c9f5127a47b2f70f253cb5e72d9ba2,2005-08-11,442,Nicolás Eyzaguirre Guzmán,442,Nicolás Eyzaguirre Guzmán,SUJETO_ROL_SESION,,RPM-2005-08-11:T34,INICIO_EXPLICITO,,"El señor Ministro de Hacienda, insistiendo sobre el tema señala, que existe una larga discusión en el último tiempo respecto si los bancos centrales deben preocuparse de algunos otros precios además del IPC, evidentemente dice que se refiere a los precios de activos y, entre ellos el corolario que son los precios de activos en dólares o en cualquier moneda. Ante la situación anterior consulta cuál sería la conducta del Banco; primero, no preocuparse; segundo, observarlos sin que necesariamente se intervenga sobre ellos; y si esta fuera la respuesta, cómo se observarían; en tercer lugar los observan y creen que hay espacio para que el Banco intervenga sobre ellos; y si es esta última alternativa, de qué modo."
SOLO_METADATOS,1145,33a56f7bc0fe1b7dc8720d34f8753fb22e11607768f3a6ad691a2101aa466a3d,2007-03-15,1495,Andrés Velasco Brañes,1495,Andrés Velasco Brañes,SUJETO_ROL_SESION,,RPM-2007-03-15:T42,INICIO_EXPLICITO,,"El señor Ministro de Hacienda está en desacuerdo con lo señalado por el Gerente de División señor Valdés, porque se está hablando de una inflación no instantánea, sino a un cierto plazo. Por ejemplo, hubo un shock transitorio y sabemos que dado los parámetros de diferencia eso se va a deshacer en 12 meses y aquí estamos haciendo target en inflación en un horizonte mayor que 12 meses. En consecuencia, se pregunta por qué tendría que reaccionar con la política monetaria a un shock que se sabe que es transitorio y que se va a deshacer automáticamente en ese plazo, atendidas las características dinámicas de esa inflación."
SOLO_METADATOS,1326,76c715447b48fd6fa9ead7cb966f5534de7595bdd7d1574bd75a3ad772115cce,2007-07-12,1735,Manuel Marfán Lewis,1735,Manuel Marfán Lewis,SUJETO_ROL_NOMBRE,,RPM-2007-07-12:T24,INICIO_EXPLICITO,,"El Consejero señor Manuel Marfán, también con respecto a demanda, menciona que si el problema es el efecto del Impuesto al lujo, entonces lo que está midiendo el IVA es el gasto real en automóviles que es lo que interesa para estos fines. En cambio, las importaciones constituirían cambios en las cantidades de vehículos a precios constantes. Agrega que generalmente se presenta un problema cuando cambian los impuestos de Cuentas Nacionales porque se consideran los impuestos del año base. En consecuencia se producían problemas con los acuerdos comerciales y una serie de materias que tenían efectos de aranceles sobre la valorización de importaciones que no se veía forma de corregir."
ESTRUCTURAL,2052,1e4a41afd22b86379ac23070950673300633fad1c31a13f177aa0c448a3e513c,2008-09-04,2817;2818,Sergio Lehmann Beresi;Sergio Lehmann Beresi,2817,Sergio Lehmann Beresi,SUJETO_NOMBRE,,RPM-2008-09-04:T9,INICIO_EXPLICITO,,"El señor Sergio Lehmann, continuando su comentario, señala que en términos de trayectoria de futuros de la Tasa de Política Monetaria, no hay cambios significativos respecto de sus mediciones. Sin embargo, se aprecia un ajuste hacia la baja, particularmente en Estados Unidos de América y en algún grado también en Japón. En este último país se ha ajustado la metodología de medición y se han revisado los premios por riesgo , pero no se producirán variaciones por este concepto. En el caso de Europa, indica que básicamente ocurre lo mismo, pero lo que es interesante destacar es que en esta situación, para inicios de 2009 los mercados están anticipando un recorte de 25 puntos base, producto de la desaceleración de la economía. Asimismo, agrega que las tasas de interés a largo plazo caen en las economías desarrolladas, hay menores expectativas de crecimiento y en el margen un aumento en las tensiones de los mercados financieros. Por otro lado, en materia de paridades se aprecia un dólar que continúa recuperando terreno . El dólar multilateral en la medida que baja da cuenta de una apreciación versus depreciaciones en el resto de las monedas, zona Euro y economías emergentes hacia arriba. En cuanto al mercado financiero, el señor Lehmann señala que se observan aumentos adicionales con una percepción de mayor riesgo que afecta al sector financiero, que se refleja en los CDS para bancos de Estados Unidos de América y de Europa reunida en agencias. Adicionalmente, se incrementa la tensión en el mercado financiero de corto plazo. Por otro lado, los premios Libar versus la Tasa de Política Monetaria han tendido aumentar y que los futuros de premios que se veían hace un mes atrás están por debajo y en el caso de Europa ocurre básicamente lo mismo, ya que y, después que han mostrado algún alivio importante han vuelto a subir. Agrega el señor Lehmann que los premios por riesgos en ese contexto también han subido. Los premios por riesgos del EMBI Global que es bastante marginal, pero da cuenta justamente de un aumento y de una tendencia que en realidad se inicia a comienzos del 2007. Indica que las bolsas han tendido a caer tanto en las economías emergentes como en los mercados desarrollados. Hace presente el señor Lehmann que respecto a los commodities, el precio del petróleo, como noticia importante durante la última semana , aún no ha presentado los impactos que eventualmente podría tener en materia de inflación y ha retroced ido. Agrega que otros commodities, sin embargo, muestran movimientos mixtos, en metales bastante estables, si bien el cobre ha tendido a caer si se compara con un mes atrás. Otros metales más bien han subido y, en materia de granos , ha habido un aumento significativo en el caso del arroz y del maíz, en anta que el trigo ha mostrado una baja."
SOLO_METADATOS,2196,f1fe2ad3738eb3e10c4ddaef1b3d45b062151ad43777421be9a770637506be1c,2008-12-11,3016,Sergio Lehmann Beresi,3015,Sergio Lehmann Beresi,SUJETO_ROL_NOMBRE,,RPM-2008-12-11:T30,INICIO_EXPLICITO,,"el Gerente de Análisis Internacional señor Sergio Lehmann, continuando con su exposición señala que se ha incorporado en el gráfico conjuntamente con los indicadores de energía el costo del transporte marítimo que es el BDI, que ha mostrado una caída muy significativa y que está en niveles mínimos al menos respecto del año 2000. Agrega, que existe cierta discusión si esto adelanta o no la Baltic Dray Index, pero lo que le parece claro es que está en línea con la caída de los precios de los commodities de la actividad mundial."
ESTRUCTURAL,2325,d455969408a4d0055eb49dd5ea8733ef374941d57c75ce676ec765abaff3d396,2009-02-12,3196;3197,Pablo García Silva;María Olivia Recart Herrera,3195,Pablo García Silva,SUJETO_ROL_NOMBRE,,RPM-2009-02-12:T32,INICIO_EXPLICITO,POSIBLE_OTRO_HABLANTE_O_MENCION,"El Gerente de División Estudios señor Pablo García destaca que el tema interbancario que fue clave en el cuarto trimestre del año pasado, ahora no sigue siendo prioritario, ya que el sistema bancario opera bajo el control de las autoridades reguladoras y las medidas de apoyo financiero de corto plazo han mitigado los riesgos. En materia de estrechez crediticia, en su impresión, esta responde fundamentalmente al deterioro de la confianza por parte de los agentes económicos que se mantiene incluso a pesar de las medidas fiscales, por lo que la incertidumbre actual se centra en el momento en que se restablecerá la confianza y en la capacidad fiscal para hacerlo. En cuanto al tema del endeudamiento a que se refirió la señora Ministra de Hacienda Subrogante, estima que se encuentra vinculado al tipo de cambio, así en el caso de México y en lo relativo al petróleo el problema de financiamiento se presentaría el próximo año, mientras que en Chile no existe una necesidad de endeudamiento por parte del Fisco, lo que explicaría la política de intervención en el caso de México para evitar mayores depreciaciones en su moneda."
SOLO_METADATOS,2380,c52f858903f878479c47d6451e19ff5ee3e252270ff447a40ec2f34539e2a336,2009-02-12,3262;3263,Sebastián Claro Edwards;José De Gregorio Rebeco,3260,Sebastián Claro Edwards,SUJETO_ROL_NOMBRE,,RPM-2009-02-12:T94,INICIO_EXPLICITO,,"El Consejero señor Sebastián Claro, atendido lo expuesto, hace presente que mantiene su decisión de rebajar la Tasa de Política Monetaria en sólo 200 puntos base."
SOLO_METADATOS,2380,c52f858903f878479c47d6451e19ff5ee3e252270ff447a40ec2f34539e2a336,2009-02-12,3262;3263,Sebastián Claro Edwards;José De Gregorio Rebeco,3261,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-02-12:T95,INICIO_EXPLICITO,,"En consideración a lo señalado, el Presidente señor José De Gregorio deja constancia que la votación de los señores Consejeros en esta Sesión, es de cuatro votos por bajar la tasa en 250 puntos base y de un voto del Consejero señor Sebastián Claro por reducirla en 200 puntos base."
SOLO_METADATOS,2415,9bdd78e2ded2e9325e2771c0fb953e289a2e5f71e61234a63ba0a80cc6b3a548,2009-03-12,3316,Claudio Soto Gamboa,3314,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,,RPM-2009-03-12:T48,INICIO_EXPLICITO,,"El Gerente de Análisis Macroeconómico señor Claudio Soto, haciendo un cálculo preliminar, estima que la inflación podría estar en 0,4% en octubre, básicamente explicada por dos puntos de inflación en agosto y septiembre y si se mantuvieran estas tasas de variación mensual de 0,4% se tendría 1,2 menos del 1,6. Sin embargo, noviembre y diciembre podría ser 1% hacia arriba en torno a 1,5% probablemente. De este modo, lo que se observaría son los componentes de la inflación hacia delante de acuerdo a la proyección del Banco Central, considerando fundamentalmente los combustibles aun contribuyendo negativamente en la variación interanual, básicamente por la disminución de nivel que ocurrió a comienzos de año y donde los alimentos cada vez tendrían una incidencia menor en la inflación anual."
