Tipo_Cambio,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,Tipo_Acta,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
SOLO_METADATOS,392,fb1f2f485f0f45b8de34840bf3b22063724a096bc00951c5c7d723e628220b37,2005-09-08,490,Klaus Schmidt-Hebbel Dunker,490,Klaus Schmidt-Hebbel Dunker,CONTEXTO_REVISADO,,RPM-2005-09-08:T25,SIN_CONTINUIDAD_CONFIRMADA,,"El Gerente de Investigación Económica, señor Klauss Schmidt, señala que, considerando el carácter bastante mixto de las novedades, que no han sido pocas en las últimas semanas, pero han sido mixtas en actividad y en precios, menor crecimiento en el corto plazo sin afectar mayormente el valor de la producción de crecimiento en el horizonte de elite de política; mayor diferencial de tasas nominales y reales con ajustes, quizás basándose proporcionalmente en las expectativas medidas hacia las proyecciones del Banco que estaban en el Informe de Política Monetaria, cree que no se justifica una desviación de la trayectoria de la política monetaria que se ha aplicado en los últimos meses, y es previsible, para los siguientes meses, alzas mensuales promedio muy cercanas a 25 puntos base. En consecuencia, su recomendación es por un alza en 25 puntos base."
SOLO_METADATOS,629,6b058534cb3ae325d2a27064d126abbb68b569db67b451d88b655f5c3c09e6ce,2006-04-13,804,Andrés Velasco Brañes,804,Andrés Velasco Brañes,CONTEXTO_REVISADO,,RPM-2006-04-13:T4,SIN_CONTINUIDAD_CONFIRMADA,,"El señor Ministro de Hacienda, don Andrés Velasco, se incorpora a la Sesión de Consejo y formula sus excusas al señor Presidente por el retraso, agregando que se encontraba en un acto oficial acompañando a S.E. la señora Presidenta de la República."
SOLO_METADATOS,790,8e8a121dc4ba41a456630c32c1c466e32cee309f553515aeaac69bee2baec876,2006-08-10,1067,Manuel Marfán Lewis,1067,Manuel Marfán Lewis,CONTEXTO_REVISADO,,RPM-2006-08-10:T9,SIN_CONTINUIDAD_CONFIRMADA,,"En relación al gráfico que se presenta respecto de los futuros, consulta el
Consejero señor Marfán si posible hacer algo parecido para Chile con los datos diarios."
SOLO_METADATOS,1092,fc60329513df1f02e27ee6586e8cb0dc5603f3666e8e794ed52e7f7010abba1f,2007-02-08,1440;1441,Esteban Jadresic Marinovic;Esteban Jadresic Marinovic,1440,Esteban Jadresic Marinovic,CONTEXTO_REVISADO,,RPM-2007-02-08:T46,SIN_CONTINUIDAD_CONFIRMADA,,"El Gerente de División Operaciones Financiera, señor Esteban Jadresic señala que está básicamente de acuerdo con el análisis del Gerente de División Estudios, que aunque éste plantea dos opciones, apunta más a la mantención que a la reducción de la tasa de política monetaria."
SOLO_METADATOS,1092,fc60329513df1f02e27ee6586e8cb0dc5603f3666e8e794ed52e7f7010abba1f,2007-02-08,1440;1441,Esteban Jadresic Marinovic;Esteban Jadresic Marinovic,1441,Esteban Jadresic Marinovic,SUJETO_NOMBRE,,RPM-2007-02-08:T47,INICIO_EXPLICITO,,"Agrega el señor Jadresic que ello fundamentalmente se debe al aumento que se ha observado en la inflación subyacente en lo más reciente. El señor Gerente de División Operaciones Financieras sugiere tener cautela y esperar a ver que ocurre con ella en los próximos meses. Sin embargo hace presente que hay un aspecto en que la evidencia disponible hasta ahora no es tan clara como lo que se sugiere en la minuta de opciones y cree que también será de particular importancia observar atentamente los próximos meses. Agrega el señor Jadresic que esto corresponde al diagnóstico relativamente seguro que se hace, lo que demuestra que el mercado laboral está estrecho. Menciona el señor Jadresic que hay, sin duda, algunos elementos que apoyan esa visión de estrechez, en particular la tasa de desempleo desestacionalizada del INE de 7% que es históricamente baja, comparable a lo que se vio en buena parte de los años 90. Asimismo, agrega el señor Jadresic que aunque por razones distintas, tanto la tasa de desempleo medida por el INE como por la Universidad de Chile muestran reducciones significativas. Sin embargo, también es importante tener presente que el nivel de la tasa de desempleo de la Universidad de Chile para el Gran Santiago se mantiene a niveles de 9,1%, bastante más altos que los niveles de 6% a 7% que se vieron en la mayor parte de los años 90. Agrega el señor Jadresic, que esto es relevante por cuanto en el caso de la tasa de desempleo medida por el INE, por mucho que los cálculos del empalme estén bien hechos, hay dudas sobre la comparación de sus cifras pre y post cambio de muestra. Asimismo, el Gerente de División Operaciones Financieras comenta que más allá de las incertidumbres respecto del nivel de holguras del mercado laboral en términos de cantidades ofrecidas y demandas de trabajo, claramente la situación de ese mercado no se ha reflejado hasta ahora en presiones salariales. El costo de la mano de obra y las remuneraciones a diciembre seguían creciendo por debajo de su nivel esperable en el largo plazo en torno a 6%, tanto en doce meses como en términos de velocidades de expansión, la que no ha experimentado mayores cambios. Finalmente el Gerente de División Operaciones Financieras, señor Esteban Jadresic recomienda mantener la tasa de política monetaria en esta oportunidad y propone estar atentos en los próximos meses a la inflación subyacente y los indicadores del mercado del trabajo, para ver en qué dirección se van resolviendo las aparentes contradicciones que se han estado observando ahora en dicho mercado. Por último, menciona que ello junto con los antecedentes de actividad, serán claves para orientar las decisiones que se tomen respecto de si materializar o no las reducciones adicionales supuestas en el ejercicio de proyección efectuado para el último IPoM."
SOLO_METADATOS,1128,75adcea5cf6170566726440d5e1bd82e12f3b570581c6eebcef77e353a796121,2007-03-15,1478,Vittorio Corbo Lioi,1478,Vittorio Corbo Lioi,CONTEXTO_REVISADO,,RPM-2007-03-15:T24,SIN_CONTINUIDAD_CONFIRMADA,,El señor Presidente ofrece la palabra para comentarios sobre el escenario interno.
SOLO_METADATOS,1758,e21d0d3c7a449cfe0a00b3d33d195dc2c09f6410a93b0495824606bc5c0702e6,2008-04-10,2387,Andrés Velasco Brañes,2387,Andrés Velasco Brañes,CONTEXTO_REVISADO,,RPM-2008-04-10:T14,SIN_CONTINUIDAD_CONFIRMADA,,"En cuanto al ejercicio presentado por el Gerente de Análisis Macroeconómico
Interino señor Claudio Soto, en que por un lado se muestra un escenario en que el precio del
pan no sigue subiendo y otro donde el precio de dicho producto sube, probablemente por efecto
de un alza del precio del trigo, el señor Ministro de Hacienda consulta cuál es la historia que
está detrás de este fenómeno, ya que ello pareciera no tener explicación basada en alzas
producidas por la importación de harina desde Argentina."
SOLO_METADATOS,1842,2bb1091022ffadad5642e9c760306a86edcb7435456fe93d93a488d8cbdd3618,2008-05-08,2503,María Olivia Recart Herrera,2503,María Olivia Recart Herrera,CONTEXTO_REVISADO,,RPM-2008-05-08:T84,SIN_CONTINUIDAD_CONFIRMADA,,"La Ministra de Hacienda Subrogante, señala que la información acumulada en el último mes, apunta claramente a un escenario de menor dinamismo que el esperado en el mes anterior, y que es importante notar que este deterioro de las expectativas de crecimiento es una situación que se ha venido dando desde hace ya varios meses. Indica que sus potenciales efectos hacia futuro apuntan en una dirección con menores presiones de precios. Asimismo, hace presente que, por otra parte, la inflación en abril estuvo en línea con el escenario optimista de la Reunión de Política Monetaria pasada. La Ministra de Hacienda Subrogante señala que en resumen y no obstante el aumento en materia inflacionaria, persisten las noticias por el lado de la actividad que apuntan a confirmar que la decisión adoptada en la última Reunión de Política Monetaria fue la correcta. Agrega también la señora Ministra de Hacienda Subrogante, que los antecedentes expuestos en la Reunión de la mañana son bastante consistentes con lo esperado. Por tanto y en este contexto, cree oportuno mantener la Tasa de Política Monetaria en su nivel actual."
SOLO_METADATOS,1899,f540348e10f2ab78bcb32c4663e5f2dae398036898d1025d93f0b9e5fb9e13be,2008-06-10,2596;2597;2598,Manuel Marfán Lewis;Claudio Soto Gamboa;Manuel Marfán Lewis,2596,Manuel Marfán Lewis,CONTEXTO_REVISADO,,RPM-2008-06-10:T84,SIN_CONTINUIDAD_CONFIRMADA,,"El Consejero señor Manuel Marfán, en relación a un comentario del señor Vicepresidente sobre los precios del petróleo, en el sentido que existiría alguna dinámica que lleva a que esos precios no se sostengan o se reduzcan en el futuro, le parecen que constituyen elementos de riesgo que no están en el escenario actual, pero cree que es un riesgo a la baja, asi como también al alza, como por ejemplo que el precio del petróleo se fuera a los 200 dólares el barril, por indicar algún rango."
SOLO_METADATOS,1899,f540348e10f2ab78bcb32c4663e5f2dae398036898d1025d93f0b9e5fb9e13be,2008-06-10,2596;2597;2598,Manuel Marfán Lewis;Claudio Soto Gamboa;Manuel Marfán Lewis,2597,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,,RPM-2008-06-10:T85,INICIO_EXPLICITO,,"El Gerente señor Claudio Soto comenta que el precio que más afecta es el del petróleo, atendida las magnitudes y variaciones que se han observado últimamente y de cómo afecta al IPC. Asimismo, indica que se consideró en el escenario de riesgo del IPoM la posibilidad de una caída importante en el precio del petróleo, que podría ser un shock adicional en el precio hacia futuro para un lado u otro. Agrega que el otro elemento de riesgo que se considera es que esas proyecciones no incluyen efectos de segunda vuelta importantes a lo que habría que poner atención. Menciona también que se realizó una evaluación después de la Reunión de Política Monetaria de marzo respecto a cómo se había observado un traspaso de precios, en que probablemente los efectos de segunda vuelta serían menores y eso de alguna manera todavía está capturado en la proyección. Por otra parte, agrega que los modelos de series de tiempo muestran inflaciones bastante más altas que podrían estar capturando efectos de segunda vuelta que no están incluidos en esa parte de la proyección. El Gerente señor Claudio Soto indica que, en atención a las trayectorias de tasas actuales, se aprecia un leve empinamiento de la Tasa de Política Monetaria, respecto de lo que se había observado en las semanas anteriores, lo que se mantendría hacia fines de año y que el próximo año habría recortes de tasas de acuerdo a las encuestas con que se cuenta."
