Tipo_Cambio,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,Tipo_Acta,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
SOLO_METADATOS,81,f90369e73f9c615d024061e1f00d851e9f6c5badf8d839df77fda14d16d05dce,2005-02-10,82,Jorge Desormeaux Jiménez,82,Jorge Desormeaux Jiménez,SUJETO_ROL_NOMBRE,,RPM-2005-02-10:T14,INICIO_EXPLICITO,,"Con respecto al tema de los mercados financieros, el Consejero don Jorge Desorm eaux proporciona un comentario adicional a lo ya dicho en su exposición por el Gerente de Análisis Macroeconómico, señor Pablo García, con respecto a la evolución de las tasas de interés y es el hecho que ha habido un par de meses con inflación negativa. Ello ha significado que los agentes no solamente han tenido mayor demanda, sino que también ha cambiado la composición de ésta, moviéndose hacia instrumentos en Unidades de Fomento, dejando de lado los instrumentos nominales, que tienen un mercado más pequeño, por lo tanto menos profundo, lo que se tradujo en que las tasas de éstos subieron, la compensación inflacionaria también lo hizo y cayó la tasa de los instrumentos nuevos."
SOLO_METADATOS,597,26a0f87470296053ca6a3b4f4465f0825ccfdb971bbc188d17fb30db77effb13,2006-03-16,766,Vittorio Corbo Lioi,766,Vittorio Corbo Lioi,SUJETO_ROL_NOMBRE,,RPM-2006-03-16:T2,INICIO_EXPLICITO,,"El Presidente señor Vittorio Corbo, da la bienvenida a don Andrés Velasco
Brañes, nuevo Ministro de Hacienda, y le manifiesta que espera tengan un intercambio tan
fructífero como el que se ha mantenido hasta la fecha con su Ministerio, a fin de cumplir con el
objetivo constitucional que le compete al Banco Central de Chile.
A continuación el señor Presidente fija la fecha de la Sesión de Política
Monetaria del mes de septiembre de 2006, para el día 7 de ese mes.
El Presidente señala que, como es habitual, se dará inicio al informe económico
y financiero que presenta la Gerencia de División Estudios."
SOLO_METADATOS,2015,fbe4082b81378d2f5cc60789ea8bccd6c73126a8cb84d11d9103ee5a12c07eca,2008-08-14,2765,Sebastián Claro Edwards,2765,Sebastián Claro Edwards,SUJETO_ROL_NOMBRE,,RPM-2008-08-14:T54,INICIO_EXPLICITO,,"El Consejero señor Sebastián Claro no descarta que el efecto de la energía fuera tan fuerte, pero al mismo tiempo se está observando un traspaso importante del precio de la energía a precio final. Con una demanda creciendo, esto no necesariamente debería traducirse en una disminución en la cantidad producida y por eso claramente lo extraño es que efectivamente la cantidad se ha ajustado fuertemente."
SOLO_METADATOS,2397,43039a562f42e9cadfef7c063187093f63e51a5ba091a71aba36a628e397eae2,2009-03-12,3291,Sebastián Claro Edwards,3291,Sebastián Claro Edwards,SUJETO_ROL_NOMBRE,,RPM-2009-03-12:T26,INICIO_EXPLICITO,POSIBLE_OTRO_HABLANTE_O_MENCION,"El Consejero señor Sebastián Claro hace un comentario al revisar algunas láminas anteriores, respecto de la exposición del Gerente de Análisis Internacional, señor Sergio Lehmann. Dicho pensamiento dice relación con la deflación que aparece como el escenario más probable en las economías desarrolladas, lo que le parece bastante preocupante tal cual como está puesto en los cuadros respectivos. Señala que tiende a discrepar un poco de ese planteamiento, en el sentido más profundo, según él interpreta la palabra deflación. Menciona que piensa que más allá de que hayan datos puntuales de inflación negativa en el último tiempo, se ha ido revirtiendo un poco ese argumento y las compensaciones inflacionarias en Estados Unidos de América han subido bastante, desde cifras negativas de -1% a -1,5%, a cifras positivas, ya que ahora están al 1% a plazos un poco más largos. Por tanto, la pregunta que le surge es si ese escenario, cuando se refiere a deflación, es una cosa puntual de unas inflaciones anualizadas negativas, o si ese escenario de crecim iento mundial que planteaba el Gerente de Análisis Internacional, considera que efectivamente hay un movimiento hacia la baja en la inflación sostenida de tasas reales altas, y que por lo tanto se está entrando en una cuestión bastante más complicada que es que la inflación llegue en un par de meses a valores negativos. Cree, por lo menos en su lectura, que los datos del sistema financiero no necesariamente están mostrando expectativas de inflación negativas en el mediano plazo."
SOLO_METADATOS,2557,aaaefcb1d507e4216d6c731aac9dadd0984a66d2bea81737c2c3399f90c763db,2009-06-16,3590,Jorge Desormeaux Jiménez,3590,Jorge Desormeaux Jiménez,SUJETO_ROL_NOMBRE,,RPM-2009-06-16:T11,INICIO_EXPLICITO,,"El Vicepresidente, señor Jorge Desormeaux, compara el crecimiento del mundo y el de Estados Unidos en el cuarto trimestre de 2008 con el experimentado en el primer trimestre de este año, subrayando la caída de 2,5% de la economía chilena durante este último período."
ESTRUCTURAL,2626,32317abc356a527a5a80a4035251e40a2b0680fbc14f5cab511d02200201f588,2009-07-09,3735,José De Gregorio Rebeco,3735,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-07-09:T57,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Presidente señor José De Gregorio hace referencia a las tasas de interés de los créditos de consumo, que se redujeron a todos los plazos, especialmente, las de a más de tres años que disminuyeron entre 90 y 120pb. Añade, que las tasas de interés de las colocaciones comerciales cayeron bajo 6%,"
ESTRUCTURAL,2626,32317abc356a527a5a80a4035251e40a2b0680fbc14f5cab511d02200201f588,2009-07-09,3735,José De Gregorio Rebeco,3736,Kevin Cowan Logan,SUJETO_ROL_SESION,,RPM-2009-07-09:T58,INICIO_EXPLICITO,,a lo cual el Gerente de División Política Financiera especifica que esa reducción se refiere a esos antecedentes respecto de la última Reunión.
SOLO_METADATOS,2830,491ac84ca533a9da1d7dbfd1f85626186a43aeab95f0882663b0d995cc64b798,2009-12-15,4128;4129;4130,José De Gregorio Rebeco;Consejo del Banco Central de Chile;José De Gregorio Rebeco,4129,José De Gregorio Rebeco,SUJETO_NOMBRE,,RPM-2009-12-15:T57,INICIO_EXPLICITO,,"el señor José De Gregorio da por finalizada la sesión de la mañana, señalando que la reunión de la tarde comenzará a las 14:00 horas."
SOLO_METADATOS,2830,491ac84ca533a9da1d7dbfd1f85626186a43aeab95f0882663b0d995cc64b798,2009-12-15,4128;4129;4130,José De Gregorio Rebeco;Consejo del Banco Central de Chile;José De Gregorio Rebeco,4130,Consejo del Banco Central de Chile,ACTA/META,META_SESION,RPM-2009-12-15:T58,INSTITUCIONAL,,"Siendo las 14:00 horas, se reanuda la Sesión de Política Monetaria N° 147, dejándose constancia que el Ministro de Hacienda señor Andrés Velasco excusó su asistencia en razón de encontrarse en París con motivo de la invitación que la OCDE cursó a Chile para convertirse en miembro de esa Organización. Por este motivo, será subrogado durante la sesión de la tarde por el Director de Presupuestos, señor Alberto Arenas de Mesa."
SOLO_METADATOS,2830,491ac84ca533a9da1d7dbfd1f85626186a43aeab95f0882663b0d995cc64b798,2009-12-15,4128;4129;4130,José De Gregorio Rebeco;Consejo del Banco Central de Chile;José De Gregorio Rebeco,4131,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,,RPM-2009-12-15:T59,INICIO_EXPLICITO,,"El Presidente, señor José De Gregorio, ofrece la palabra al Gerente de División Estudios, señor Pablo García, para que presente las Opciones de Política Monetaria para esta Reunión."
