Ciclo,ID_Padre,SHA256_Texto_Padre,Fecha,IDs_Antes,Actores_Antes,ID_Actual,Actor_Actual,Fuente_Actor,ID_Turno,Relacion_Turno,Alertas_Actuales,Texto_Actual
2,3303,87b8e9aa37152b24797ed4c93baeb38b87bf5844764b2c36071d6d00ed642f66,2010-08-12,4792;4793,Ricardo Vicuña Poblete;Claudio Soto Gamboa,4792,Ricardo Vicuña Poblete,SUJETO_ROL_NOMBRE,RPM-2010-08-12:T29,INICIO_EXPLICITO,,"El Gerente de División Estadísticas señor Ricardo Vicuña responde que no se dispone de datos directos de reparaciones, pero sí de estimaciones muy generales, muy gruesas, de gastos promedio por vivienda, del número de viviendas destruidas o dañadas e, incluso, de aquellas que requieren reparaciones menores. En cuanto a la tarea de reconstrucción, hace presente que es muy difícil hacer una estimación y que se evita hacer una subestimación al respecto. Sobre esto último, aclara que se estaría subestimando la cifra si se utilizara la tasa histórica de reparaciones, que se obtiene a partir de las cuentas anuales, y que en el caso particular del segundo trimestre se hizo una imputación especial en materia de reparaciones, sobre la base de lo ocurrido en el primero. Finalmente, menciona que hay información más dura de demoliciones, cuya fuente es el Servicio de Impuestos Internos, a partir de la cual también se efectúa una estimación gruesa."
2,3303,87b8e9aa37152b24797ed4c93baeb38b87bf5844764b2c36071d6d00ed642f66,2010-08-12,4792;4793,Ricardo Vicuña Poblete;Claudio Soto Gamboa,4793,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,RPM-2010-08-12:T30,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"En cuanto al registro de los albañiles, el Gerente de Análisis Macroeconómico señor Claudio Soto informa que se incluyen en el sector construcción,"
2,3303,87b8e9aa37152b24797ed4c93baeb38b87bf5844764b2c36071d6d00ed642f66,2010-08-12,4792;4793,Ricardo Vicuña Poblete;Claudio Soto Gamboa,4794,Ricardo Vicuña Poblete,CONTEXTO_REVISADO,RPM-2010-08-12:T31,SIN_CONTINUIDAD_CONFIRMADA,,"en tanto que el señor Vicuña complementa, especificando que se incorporan como relaciones menores en dicho sector."
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4960,Enrique Marshall Rivera,SUJETO_ROL_NOMBRE,RPM-2010-09-16:T97,INICIO_EXPLICITO,FINAL_SIN_PUNTUACION,"El Consejero señor Enrique Marshall consulta por la contribución de las AFP a ese aumento,"
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4961,Luis Opazo Roco,SUJETO_ROL_NOMBRE,RPM-2010-09-16:T98,INICIO_EXPLICITO,,"a lo cual el Gerente de Estabilidad Financiera señor Luis Opazo responde que su aporte no es significativo, del orden de 80 millones de dólares mensuales, debido a que las inversiones de los fondos de pensiones están topadas en renta variable."
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4962,Claudio Soto Gamboa,SUJETO_NOMBRE,RPM-2010-09-16:T99,INICIO_EXPLICITO,,"En lo relativo al crecimiento de los agregados monetarios, el señor Claudio Soto indica que se observa un descenso en las velocidades, más bien en línea con lo predicho por los fundamentales. En materia de expectativas de crecimiento, precisa que están en 5,3% para el año 2010 y en 6% para el 2011, completamente alineadas con el IPoM. Hace presente que las expectativas para la inflación presentan bastante volatilidad, pero continúan en el horizonte de política, esto es, en torno a 3%, y que si se las mide con los bonos o con los swaps, se atenúa el sesgo observado en un momento. Agrega que en cuanto a la inflación a dos años, hubo una mayor cantidad de personas que estimó que podría superar el 3%, pero que ahora son menos quienes lo piensan. En relación con las perspectivas para el tipo de cambio, destaca que el mercado local espera una depreciación gradual del peso. Para finalizar, el Gerente de Análisis Macroeconómico informa que para esta RPM se espera, mayoritariamente, un aumento de 50 puntos base de la TPM. Agrega que la curva forward y la forward que se podría computar con los swaps se empinan respecto del último IPoM."
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4963,José De Gregorio Rebeco,SUJETO_ROL_NOMBRE,RPM-2010-09-16:T100,INICIO_EXPLICITO,,"No habiendo comentarios, el Presidente señor José De Gregorio agradece al Gerente de Análisis Macroeconómico, suspende la Sesión a las 13:20 horas e informa que la misma se reanudará a las 16:00 horas."
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4964,Consejo del Banco Central de Chile,ACTA/META,RPM-2010-09-16:T101,INSTITUCIONAL,,"Siendo las 16:00 horas, el Presidente señor José De Gregorio reanuda la Sesión de Política Monetaria N° 160."
1,3421,f6f8d7474b7739072034ce6d15db2f7fa6fbf1ee9366cdd00b671fb35a2179cc,2010-09-16,4959;4960;4961;4962,Enrique Marshall Rivera;Luis Opazo Roco;Claudio Soto Gamboa;Consejo del Banco Central de Chile,4965,José De Gregorio Rebeco,CONTEXTO_REVISADO,RPM-2010-09-16:T102,SIN_CONTINUIDAD_CONFIRMADA,,"Hace presente que esta es la última Sesión a la que el señor Pablo García asiste en calidad de Gerente de División Estudios. Es por esta razón que desea que quede constancia en el Acta el agradecimiento, en nombre del Consejo y del suyo propio, por la contribución que prestó al Banco Central durante largo tiempo, primero como Economista, luego como Gerente y después como Gerente de División Estudios. Manifiesta que, sin duda alguna, parte importante de lo que se ha logrado en el Banco hasta hoy día se ha debido a la gran contribución del señor García. Asimismo, el Presidente señor José De Gregorio da la bienvenida al señor Luis Óscar Herrera, quien se reincorpora a su casa de origen en el cargo de Gerente de División Estudios a contar del día martes 21 de septiembre próximo. Presidente."
1,3476,38f69a35061dc74e623eb090222b575626caec6a937a3c883c8ec4512d8462ea,2010-10-14,5036;5037;5038;5039,Claudio Soto Gamboa;Manuel Marfán Lewis;Claudio Soto Gamboa;Consejo del Banco Central de Chile,5039,Claudio Soto Gamboa,SUJETO_ROL_NOMBRE,RPM-2010-10-14:T54,INICIO_EXPLICITO,,"El Gerente de Análisis Macroeconómico señor Claudio Soto señala que hay que tener presente dos elementos: en primer término, que, probablemente, la endogeneidad de las tasas y de los NDF determinan que los resultados de las regresiones no sean las esperadas; y, en segundo lugar, que es muy probable que la correlación entre tasas y tipo de cambio no haya sido muy estable históricamente. En consecuencia, indica que no es tan fácil encontrar, empíricamente, una relación. Al respecto, se refiere luego a unos gráficos que elaboró la Gerencia que encabeza, que muestran la evolución del tipo de cambio bilateral de un conjunto de economías: peso-dólar, peso-euro, peso-peso mexicano, peso-real y los diferenciales con respecto a esas economías a tres meses y a dos años, los que indican que hay una mayor correlación entre los diferenciales de tasas y los movimientos de tipo de cambio a partir del año 2007, aproximadamente."
